Rotatable_Bonds	SMILES	Rot_Hash
1	Nc1ccc(F)cc1-c1nc2ccc(F)cc2c2nc3ccccc3n12	rot1_7ce64490f6
1	Cc1c(Cl)ccc2c1C(=O)C1=CNc3cccc([N+](=O)[O-])c3N(C)C1O2	rot1_ba705c0823
1	Cc1ccc(N2C=[N+](C)c3ccc(C)cc3C2)cc1	rot1_d4bd9a5efd
1	COC(=O)N1C2CCCCC2=NN(c2ccccc2)N1C(=O)OC	rot1_b107fb9624
1	N=C1NS(=O)(=O)Nc2nn(-c3ccccc3)nc21	rot1_0af35b2171
1	O=C1C2N=NNC2C(=O)N1c1ccccc1	rot1_dc90a32809
1	CC1(C)OC(=O)c2c(cc(N3CCOCC3)oc2=O)O1	rot1_da894f9da9
1	CC12CCC(C=C1N1CCCCC1)C(C)(C)O2	rot1_a8c610cf1e
1	CCc1noc(N)c1C#N	rot1_ad06b769f1
1	CN1C=C/C(=C\[N+](=O)[O-])N(C)C1=O	rot1_de729976cf
1	CN1C2C=CC(=O)C1(Cl)C1C(=O)N(c3ccccc3)C(=O)C21	rot1_7bd7165265
1	NCP1(=O)CNC(=O)NC1	rot1_f2639df8a7
1	CC1CCCN2C(=O)CN(C3CCCCC3)CC(=O)N12	rot1_9a653b701a
1	Nc1c(Br)cc(/C=C2\C=Cc3ccccc32)cc1Br	rot1_0604fe7e4f
1	N=c1ccn2c(n1)OC1C(O)C(CCl)OC12	rot1_367a5066e3
1	O=C1C=C/C(=N\c2nc3c4ccccc4c4ccccc4c3[nH]2)c2ccccc21	rot1_06dd440808
1	COc1nnc(C)c2[nH]c(=S)[nH]c12	rot1_1803f44471
1	Cn1ccc2c3c(ccc21)C(N1CCOCC1)=CS(=O)(=O)O3	rot1_051072319a
1	CC(C)=C1C(=O)NC(=O)C1C(N)=O	rot1_ef9408ea12
1	S=c1[nH]c(-c2ccncc2)no1	rot1_b66681c3f1
1	CN1CCN(C2Sc3nc(Cl)ccc3NC2=O)CC1	rot1_59a190803c
1	CC1=C(CO)CC23CC1C(C)(C)C2CCC3C	rot1_4148d699df
1	S=C1OC2(CCCN2c2ccccc2)c2ccccc21	rot1_460dead11e
1	O=c1ccoc(C2=C[C@H]3O[C@H]3[C@@H]3O[C@H]23)c1	rot1_740e9ae198
1	O=c1c2cccnc2oc2c(Cl)cc(-c3nnn[nH]3)cc12	rot1_6fe3703a0d
1	CC1(C)C(=O)N(S(=O)(=O)Cl)C1(C)C	rot1_46d964de60
1	FC1=C(OC(F)(F)F)OC(F)(F)O1	rot1_681f62284d
1	C=CC1=NC(C)(C)CCO1	rot1_38154993ac
1	Nn1c(-c2ccccc2)cc2ccccc2c1=O	rot1_03cff1df14
1	CC1CC(C#N)Nc2ccccc2N1C(=O)CCl	rot1_77ead6781e
1	O=S1CCCSC1c1ccccc1	rot1_6e0ec63d3f
1	NC(=O)[C@]1(Br)CC2CCC1C2	rot1_61a67ece4e
1	C=CP1(=O)OCc2ccccc2O1	rot1_156d7c4a42
1	CN(C)/C=C1\CCCN\C1=N\C#N	rot1_13d1ab72ad
1	Cc1cc(-c2ccccc2)[s+]s1	rot1_e0a1e90e1e
1	COC1(C)O[C@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O1	rot1_15ffb44b9d
1	CC1NN(c2ccccc2)c2nc(C(F)(F)F)cc(O)c21	rot1_e395c49246
1	O=C1NC2(CC2)Cc2[nH]c3c(c21)CCc1cnc(-c2ccc(F)nc2)nc1-3	rot1_f38f44b417
1	c1ccc2c(c1)NSC2N1CCNCC1	rot1_5e10c328c8
1	Cc1nn(-c2ccc3c(N)ncnc3c2F)c2c1C(=O)CC(C)(C)C2	rot1_89bd3c80b0
1	Cc1sc2c(C)c(C(=O)O)sc2c1Br	rot1_6573e60ecd
1	O=C1CCCC(=O)C1=C(O)c1ccccc1I	rot1_6cfec33126
1	Cc1ccc([C@H]2CCC[N+]2(C)C)o1	rot1_974dd1f8e1
1	OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F	rot1_69a867970b
1	COC(=O)c1oc2c(c1C)C1(CCC2)SCCS1	rot1_b9fee423ec
1	COc1ccc2c3c(oc2c1)C(=O)N[c+]1ccccn1C3	rot1_086bc22044
1	N#Cc1cnc2ccn(-c3ccnc(N)n3)c2c1	rot1_11f62b6d5f
1	O=C1NC2(CCCCC2)C(=O)N1c1nccs1	rot1_360c7ae884
1	O=C1OC[C@@H]2C[C@]12c1cccc(F)c1	rot1_4aba865739
1	O=C(Nc1ccc(C(F)(F)F)cc1Cl)N1CCC2(CCc3cccc(Cl)c3O2)CC1	rot1_5685c30ea0
1	Clc1cncc(-c2nnc[nH]2)n1	rot1_4fb336096a
1	NC(=O)n1ccc2ccc(-c3ccc[nH]3)nc21	rot1_a39aae1208
1	CN1C(=N)N[C@]2(C1=O)c1cc(-c3cccnc3F)ccc1O[C@@H]1CCOC[C@H]12	rot1_7b6e557cc4
1	COc1cnc(O)n2nc(N)nc12	rot1_9f04b9b1e7
1	Clc1ccc2c(c1)C1(CCNCC1)CN2c1ncnc2[nH]ccc12	rot1_2248fd579a
1	O=C(O)C1Sc2[nH]c(=O)sc2C2c3cc(Cl)ccc3OC(=O)C12	rot1_a1d17191df
1	Oc1cccc(-c2nc3c4c(ncn3n2)-c2ccccc2CC42CCCC2)c1	rot1_7dae0aeb42
1	CC1(c2ccccc2)CC(C)(C)N2C(=O)/C(=C3/NC(=S)NC3=O)c3cccc1c32	rot1_84c1761142
1	CC1(C)Cc2c(c(N3CCOCC3)nc3sc4c(=O)nc[nH]c4c23)CS1	rot1_3101fb0e81
1	N=C1CCCN1C1CC1	rot1_864d6e1de9
1	Clc1ncnc2c1nnn2C1CCCCC1	rot1_c6e1caef6e
1	COc1cc2c(cc1C)C(=O)C[C@H]1C(C)(C)CCC[C@]21C	rot1_6178bb0d8b
1	CC1C=C(c2ccccc2)N=N1	rot1_9ee2772e60
1	NC(N)=NC(=O)N1Cc2c(C3CC3)ccc(F)c2C2(CC2)C1	rot1_a827a9a823
1	O=C(NC1=NC(=O)C(F)(C(F)(F)F)S1)NC1CCCCC1	rot1_a390e47b14
1	CC1Cn2c(nnc2-c2cc3ccccc3cc2O)S1	rot1_0431aac78f
1	Fc1cc2nccnc2cc1N1CCSCC1	rot1_8b478b02c4
1	N=C(N=O)C1C(N)=NON1O	rot1_9393a36840
1	O=NC1CCCSc2ccccc21	rot1_7103b23c1d
1	CC1=CC2=C(OC1N(C)C)c1cccc3cccc(c13)C2=O	rot1_fc375bead8
1	Cc1cc(-n2c(C)c3c(C)nnc(C)c3c2C)ccc1N	rot1_d89d5b6365
1	CC1=CC(C)(C)N(C(=O)c2ccc(F)cc2)c2cc3c(cc21)OCO3	rot1_3135d82bf4
1	CC1CCC2(CC1)NC(=S)N(c1ccccc1)N2	rot1_95ae450a35
1	CS/C(=N\C#N)N1CCN(c2ccccn2)CC1	rot1_5933dead65
1	Brc1ccc2c(c1)C=Nc1c(ncnc1N1CCCCC1)O2	rot1_f61513dbaa
1	Fc1ccc2cnc(C3=CCCCC3)cc2c1	rot1_5155b571d4
1	CC1=CC(C)(C)[N+](C)=CN1c1ccccc1	rot1_beaef41ce3
1	c1cc2[nH]snc2c2nc(C3CC3)nc12	rot1_6de918e265
1	COc1ccc2c(c1)[C@]13CCN[C@H](C2)[C@]1(O)CC[C@@]1(C3)NC(=O)NC1=O	rot1_4cb1ad4c18
1	O=C1c2cc(O)cc3cnn(c23)CCN1C1CN2CCC1CC2	rot1_0ed6598673
1	O=C(O)c1ccc2c(c1)=NC(=O)C1N=CSC=21	rot1_76d111032d
1	CCc1nc2sc(C)c(C)c2c(=O)n1N	rot1_7838af4157
1	C=C(C)[C@@H]1CC[C@@]2(C1)[C@H]1CO[C@]2(C)CC(=O)C1	rot1_b3305f0a46
1	O=[SH+]([O-])c1c(Cl)cc(Br)cc1Cl	rot1_ecb472c3f1
1	O=C1NC(c2cccc(C#Cc3ccccc3)c2)NCC1O	rot1_fbe77edc2b
1	O=C1NNC2CC(c3ccccc3)CC3NC4CC(F)CC1C4C23	rot1_1fe287b450
1	CC1(C)Cc2c(O)c(C=O)c3c(c2C1)C(=O)OC(O)C3	rot1_a7a66c9af0
1	CC1=CC=NC(=O)C1N1CCc2nc(N)ncc2C1	rot1_195077db02
1	O=C1NC(=S)N/C1=C\c1ccc2ncsc2c1	rot1_3a3c78703a
1	Nc1c2c(nn1-c1ccccc1)CC(=O)NC2=O	rot1_c9fcf99002
1	Oc1ccccc1-c1ccnc2nnnn12	rot1_f867e5564b
1	O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1C[N+]2([O-])CCC1CC2	rot1_026b2b6b92
1	Cc1ccc(=S)n(-c2ccc(F)cc2)c1	rot1_0ad1c386ce
1	CC1=CC(=O)N=CC1c1cccc2c1OC(F)(F)O2	rot1_b7d6dfe1f0
1	O=C1NC2(CCC[C@H](N3C(=O)c4ccccc4C3=O)C2)n2c1ccc(Cl)c2=O	rot1_cfa6eab3cc
1	O=C(N[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O)n1sc2ncccc2c1=O	rot1_35e067de84
1	Nc1n[nH]c2c1C(c1ccc(F)c(F)c1)c1c(N)n[nH]c1O2	rot1_4692cbb5be
1	ONC1c2cc(O)c(O)cc2-c2cc(O)c(O)cc21	rot1_1d59587d05
1	O=CC1=C(Cl)/C(=C\O)CCC1	rot1_1e53f0dcbe
1	O=C1NC(=O)C(c2ccsc2)O1	rot1_e4291f88d2
1	Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CC(F)(F)C[C@@H]32)cc1	rot1_b5c8a61c49
1	Cc1noc([C@@H]2C[C@H]3CCCN(C3)C2)n1	rot1_16d0361cdc
1	CNc1nc(Br)cn2cc(C#N)nc12	rot1_1a5b92b2df
1	CC1=CCC(c2nn(C(C)(C)C)c3ncnc(N)c23)C=C1	rot1_0d7a569cd2
1	c1ccc(-c2ncc3c(n2)CCSC3)cc1	rot1_36098cf47b
1	CC1Cc2cc(F)ccc2N1c1ccnc(N)n1	rot1_7972893bf3
1	NC(=O)c1cc2ccnc3c2cc1OCCOC[C@H]1C[C@@H](CO3)NC1=O	rot1_a47c772903
1	O=C1SCCc2nc(-c3ccc(C(F)(F)F)cc3)[nH]c(=O)c21	rot1_791594af58
1	Cc1cc(C2NNC3CC4C(CCC(=O)N4O)CC32)ccn1	rot1_92c358aa0e
1	O=S1(=O)N=C(Nc2cc(F)c3[nH]ccc3c2)Nc2c(O)cc(Cl)c(Br)c21	rot1_33f6d143fd
1	N#CN1CC2CN(C(=O)Oc3ccc(C(F)(F)F)cc3F)C[C@H]2C1	rot1_ab88a935b4
1	O=C(S)c1n[nH]c(=S)s1	rot1_9b93a298c1
1	Cc1ccnc2nc(-c3csc4ccccc34)cc(O)c12	rot1_7c5d530d73
1	C[C@H]1C2=C(C(=O)N1C)[C@H](c1ccc(F)c(Br)c1)C1C(=O)COCC1N2	rot1_e970de578f
1	N#Cc1ccc2c(c1)Oc1ccccc1N2C(=O)c1ccccc1	rot1_8a0b42a300
1	COc1cc(C)c2c3c1O[C@H]1[C@H](F)[C@H](C)C[C@H]4[C@@H](C2)N(C)CC[C@@]341	rot1_98cf79868c
1	O=S1(=O)NCN(C2CC2)c2ccc(Cl)cc21	rot1_065fa2288e
1	CO[C@H]1CC=C2CCN[C@H]2C1	rot1_87dc082836
1	C[C@@]12CN(c3ccc(Br)cc3)c3ccc(Br)cc3[C@@H]1CCN2	rot1_e903157c0f
1	C=C[C@@H]1[C@@H]2CC3=C(CCC(=O)N3)[C@@]1(N)C[C@H](C)C2	rot1_76abb16274
1	Cc1nc2sc3c(c2c(C)c1Br)NC(c1ccc(O)c(O)c1)NC3=O	rot1_949723eab1
1	O=c1cc(-c2ccccc2)[s+]([O-])[nH]1	rot1_23df613d4a
1	CN1C(=O)CCc2cc(-n3cnc4c3C(=O)CC3(CCOCC3)C4)ccc21	rot1_ea453653d9
1	CC(C)(C)c1[nH]cnc1C=O	rot1_b8e914814b
1	Nc1nc2c(Br)cc(OC(F)(F)F)cc2s1	rot1_826d18f59b
1	Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)N=C2	rot1_3c574a4f1b
1	COc1ncc2cc1NS(=O)(=O)CCN(C)Cc1ccc3c(c1)N2CCO3	rot1_832752f906
1	C[C@H]([NH3+])C1CCCCC1	rot1_9d90becc5f
1	CN1CCN(C(=O)c2nc3c([nH]2)CCCC3)CC1	rot1_155c89479a
1	Cc1ccccc1N1CCc2c1c1ccccc1[n+]([O-])c2C	rot1_c41bb45c28
1	NC(=[NH2+])Nc1ccc(F)cc1	rot1_6ffca4c321
1	[NH3+][C@H]1C[C@@H]1c1ccccc1	rot1_63f86749a0
1	O=c1cc(C2=CCNCC2)s[nH]1	rot1_b859a92370
1	CC12CCC3C(C(=O)C=C4C=CCCC43C=O)C1CCC2=O	rot1_bb8b6b66b8
1	CCC1CCN(C)c2cc3c(cc21)c(C(F)(F)F)cc(=O)n3C	rot1_f72fb534c5
1	Cc1nc2sc(-c3cccc(F)c3)nc2c(=O)[nH]1	rot1_6da58a2b15
1	C1=C2C(=C(c3ccccc3)c3ccccc32)CNC1	rot1_45862002bb
1	C=Cc1c(N)ccc2cnccc12	rot1_f25d0757ac
1	CC1CC(C)(C)Nc2ccc3c(c21)COc1c-3cc(F)cc1[N+](=O)[O-]	rot1_f15ae34430
1	O=c1[nH]c2cc(Cl)c(-n3cnnc3)cc2c(=O)n1O	rot1_4e268f489f
1	Cc1ncc(-c2cccnc2)[nH]1	rot1_12e4406bfb
1	N=C(N)NC(=O)c1cc2c(Br)cccc2s1	rot1_4b77340188
1	CC(C)(C)c1ccc(-c2cc3cc(C(C)(C)C)ccc3[nH]2)cc1	rot1_9fa020dafd
1	c1ccc(-c2nc3ncncc3[nH]2)nc1	rot1_e636d06378
1	O=C1NC(=O)C(=Nn2c(=O)[nH]c(=O)[nH]c2=O)C(=O)N1	rot1_e261163757
1	Cc1ccc2ccc(-c3cc(Br)cc(C#N)c3)cc2n1	rot1_2c06313f86
1	CC(C)(C)[C@H](N)C(=O)N1CCCN1	rot1_173b8dc18a
1	COC1C(=O)OC(C)c2c(O)c(O)c3c(c21)CCC(C)(C)O3	rot1_784ff2dfa2
1	Clc1ccc(C2CCc3nc[nH]c3C2)cc1	rot1_472aeae311
1	CN1[C@H]2CC[C@@H]1[C@@H](C#Cc1ccc(N)cc1)[C@@H](c1ccc(Cl)cc1)C2	rot1_0a546ee93b
1	N#Cc1ccc(-c2ccc3c(c2)C2(CCCCC2)OCC(=O)N3)[nH]1	rot1_ca30620703
1	c1cc2c(cc1C1c3cocc3Cc3cc4c(cc31)OCO4)OCO2	rot1_4fe4422f7c
1	O=C1C=C(c2ccccc2)OC12CCNCC2	rot1_9b2dbdf709
1	NC1=NS(=O)(=O)Nc2nc(C3CCCCC3)[nH]c21	rot1_c4111d87f5
1	OC1(C2=CN3CCC2CC3)c2ccccc2Oc2ccccc21	rot1_ecfa18a4da
1	Oc1cc2c(cc1Cl)CCNC(NC1CC1)=N2	rot1_38fa2806af
1	Fc1c(F)c(F)c(-c2n[nH]c3c(F)c(F)c(F)c(F)c23)c(F)c1F	rot1_c988e4c759
1	Clc1cnc2oc(N3CCN4CCC3CC4)nc2c1	rot1_1543ff3454
1	O=C1C[C@H](S(=O)(=O)[O-])c2ccccc2C1=O	rot1_7ae6e2b6cf
1	CNC(=O)Oc1ccc2c(c1)SC[C@@H]1CCN(C)[C@H]21	rot1_0f0120aefd
1	CC(=O)OC1(C#Cc2cccc3ccccc23)CC(C)N(C)CC1C	rot1_810e651f3a
1	Cc1cc2n(n1)C(c1cc(C(C)(C)C)c(O)cc1O)Nc1ccccc1-2	rot1_d7c3c2d7d5
1	c1ncc(C2CC3CCN2CC3)cn1	rot1_388bc86a0d
1	N=C(N)C1=NCCC1	rot1_d1828595d0
1	C=NCC#N	rot1_2ab3248396
1	CNOC	rot1_394bcf6ae9
1	C=CC1C=Cc2ccccc21	rot1_3234dc7e63
1	ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl	rot1_c097eb9233
1	O=C(O)P(=O)(O)O	rot1_5760708dce
1	Nc1ccc(C2N=NC(=S)O2)c(O)c1	rot1_16f8e7f8b6
1	N#CC(C#N)=CN1CCc2ccccc2C1	rot1_f07ecab518
1	CC(=O)c1sc(=S)[nH]c1C	rot1_fc106f6ee8
1	CC(Cl)N(Cl)Cl	rot1_7ff9927cb6
1	CC(=O)O[C@H]1C=COC=C2C[C@@]34SS[C@]5(CC6=COC=C[C@H](O)[C@H]6N5C3=O)C(=O)N4[C@@H]21	rot1_aad1c2dbb6
1	CCC(=O)N1Cc2cc(Cl)ccc2CO1	rot1_ac8b8e9bac
1	C=CC1CCC(Cl)C(Cl)C1	rot1_dcebbd64b1
1	N#Cc1ccccc1-c1nc2ncccc2o1	rot1_bef4ae8925
1	COC1(F)C(F)(F)C1(F)Cl	rot1_80a3158a85
1	OC1(c2ccccc2)C2C=CC2C2C=CC21	rot1_95ec338976
1	ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	rot1_0e184f387b
1	C/C=C(\Br)C(=O)N(C)C	rot1_1dda3866f3
1	CC(=O)N(C)C1=CCC2=C3C(=CCC2)CCCN13	rot1_1e555bf941
1	N#CC(=C1CCCCC1)c1ccccc1	rot1_d06aeb1d42
1	O=S1(=O)N=C(C2CC=CC2)Nc2cc(Cl)c(Cl)cc21	rot1_dd3aafa373
1	O=S(=O)(Cl)c1c(F)c(F)c(F)c(F)c1F	rot1_2487c58710
1	C=C(Cl)C(N)=O	rot1_67502b3ce3
1	Cc1[nH]c(=O)[nH]c(=O)c1[N+](=O)[O-]	rot1_2310c70fe1
1	S=c1[nH]n(-c2ccccc2)c(=S)s1	rot1_88a7b22d7c
1	CC(C)(C)c1ccc(P(=O)(O)C(C)(C)C)cc1	rot1_3017e69b3e
1	ClC1=C(Cl)C2(Cl)C(CBr)CC1C2(Cl)Cl	rot1_6ba1a1817d
1	CC(C)c1cc(Br)c(Br)cc1Br	rot1_d6b51f09e9
1	CC(C)c1ccc2c(c1)CCC1C(C)(C#N)CCCC21C	rot1_b7ff739597
1	N=c1ccccn1C(=O)C1=Cc2cc(Cl)cc(Cl)c2OC1	rot1_c738e8a15b
1	CNC(S)=NNC(=O)C(C)(C)C	rot1_aef04e70e3
1	C=CP(C)(=O)O	rot1_32197b26ac
1	C=C(C)[C@@H]1CCC2=C(C1)[C@H](C)[C@@H](O)[C@H](O)C2	rot1_87c4d27dd0
1	O=C1CN2Cc3cc(N4CCCCC4)ccc3NC2=N1	rot1_c57f91eeb3
1	CC[C@@H]1C[C@@H]2C(C)=C[C@@H]3CCCC[C@@H]3[C@@]2(C)C(=O)O1	rot1_a31b14c015
1	CC(=O)n1cc(F)c(=O)n(C(=O)c2ccccc2C)c1=O	rot1_ca0e6c629b
1	[N-]=[N+]=Nc1cc2c(cc1I)Oc1cc(Br)c(Br)cc1O2	rot1_ebbe69af9d
1	ONc1ccc(I)cc1	rot1_cb54570fd8
1	Cn1cc2ccccc2c1N1C=NC(F)=NC1F	rot1_95896d6bbd
1	Clc1ccc(C2c3ccc(Cl)cc3-c3ncncc32)cc1	rot1_8bb36ec017
1	COc1cccc2c1C(O)C1(O)C=CC3=C(C(=O)CC(C)C3O)C1C2O	rot1_840a47cc04
1	C=CC1CS1	rot1_55a3b88018
1	CN=C=Nc1ccccc1	rot1_614f5e647a
1	CSc1cc(=O)cc(C)o1	rot1_e70518caa8
1	CC1=CC1(C)C1C=C1	rot1_d487d4ddc7
1	C=CC1(C)C=C1	rot1_81c80fe486
1	O=Cc1[nH]c(=O)[nH]c(=O)c1F	rot1_4ab55a3dd2
1	ClP(Cl)N1CCOCC1	rot1_929f2aeef2
1	Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C(N1CCN(C)CC1)=CC2=O	rot1_494103bc9e
1	C=C1C/C(=C/C)C(=O)O[C@@H]2CC[N+]3([O-])CC=C(COC(=O)[C@@]1(O)CO)[C@H]23	rot1_47ab1ed607
1	CC1(C)CCC[C@]2(C)[C@@H](CO)[C@@]3(C)O[C@H]3C(=O)[C@@H]12	rot1_f60dbb3afc
1	CO[C@H]1CC=C2CC[N+]3(C)CCc4ccc(O)cc4[C@]23C1	rot1_0197d6d5cd
1	CCC1CC2CC1C1C3C=CC(C3)C21	rot1_cbb50f7be2
1	CC1(C)C(/C=C2/SC(=S)NC2=O)[C@@H]2CC[C@H]1C2	rot1_b721840984
1	CC(C)(C)c1cc(-c2csc3nc(=O)cnn23)cc(C(C)(C)C)c1O	rot1_caaab97f62
1	CCC12CCCn3ccc(c31)-c1ccccc1NC(=O)CC2	rot1_7e94c8a644
1	C=C[C@]1(C)CC[C@@H]2C(=C[C@H]3OC(=O)[C@@]4(C)C(=O)CC[C@@]2(C)[C@@H]34)C1	rot1_5e55b39e44
1	CC1(C)[C@@]2(C)CC[C@]1(C(=O)Cl)OC2=O	rot1_3c5e138349
1	CC(=O)NC(=O)NC(=O)C1(C)CC2C=CC1C2	rot1_971968e052
1	O=C1/C(=C/c2ccc3c(c2)OCO3)CCC2CCCCC12	rot1_cb88f4c594
1	C=C1C[C@H](N)[C@H](C(=O)O)C1	rot1_0c742cabf5
1	COc1cc2c3c(c1)/C(=N/N)CCN3CCC2	rot1_c99cdb5593
1	CC1(C)CC2=NOCC2=C(C(=O)O)O1	rot1_93de8537cc
1	Cc1cn(-c2c(Cl)cccc2Cl)c(N)n1	rot1_50ecf14b61
1	[C-]#[N+][C@H]1[C@@H](C(C)C)CC[C@H](C)C12C=C(C)CC2	rot1_691e093bd5
1	C=C1[C@H](O)C[C@@H]2[C@H]3CC[C@@H](CO)[C@@]12CC3(C)C	rot1_220e07e679
1	O=C1C2CCCCN2C(=S)N1c1ccc(I)cc1	rot1_742d56d7c9
1	N#CC1CCCC(C#N)N1N=O	rot1_7dc6ef580e
1	CO[P@]1(=O)OC[C@H]2COC(=O)C2=C(C)O1	rot1_c13966e472
1	C#C[C@]1(O)CC[C@@H](OO)c2ccccc21	rot1_32066de7f7
1	C=C1/C=C\[C@H](C(C)C)CC(=O)C(=C)/C=C\C1	rot1_f8565a5920
1	OC1OCCCC1N1CCCCC1	rot1_6e554758aa
1	Oc1ccc(Cl)cc1C1NC(=S)NC1=S	rot1_ff6cff2ebe
1	CN(C)C(=O)C1c2ccccc2-c2ccccc2CS1(=O)=O	rot1_e95a01ec85
1	CC1=NNc2nc3ccccc3c(C)c2C(c2ccccc2)=C1	rot1_d3302d1ab9
1	O=C(C1Oc2ccccc2N=C1N1CCOCC1)N1CCOCC1	rot1_844b8638a5
1	CN(C)N1C=CC=CC1	rot1_894510f12a
1	CC1=C(c2ccnc3ccccc23)SCC(=O)N1	rot1_29a2eca50e
1	CC(S)C1CS1	rot1_f6ab050e31
1	O=S(=O)(O)N1C=CCc2ccc(I)c(O)c21	rot1_97b4c65bbe
1	COC(=O)C1CSCN1C(=O)Cl	rot1_38c27852eb
1	CN(C)c1nc2ccccc2c2oc(=O)c(C#N)cc12	rot1_b84f24338e
1	CC1=CC(c2ccc(Cl)cc2)n2c(nc3ccccc32)N1	rot1_1f6a63bd6a
1	Cc1sc2[nH]c(=O)n(C3CCCCC3)c(=O)c2c1C	rot1_f513472d72
1	CC(C)C1=C(O)C(=O)C2=C(C=C[C@H]3C(C)(C)CCC[C@]23C)C1=O	rot1_2c0eabd9a3
1	NCc1cc(O)on1	rot1_c0f40099ce
1	C=Cc1cncc2c(=O)n3c(cc12)-c1[nH]c2ccccc2c1CC3	rot1_6fa8295933
1	CSc1nnc2[nH]cnn12	rot1_6570f70cb9
1	CCOC(=O)SC1=NC(C)=CC(C)(C)S1	rot1_ef8890813e
1	O=C1ON=C(c2ccccc2)/C1=N/O	rot1_96683ed033
1	O=C(Nn1c(=O)c(=O)oc2ccccc21)C(F)(F)F	rot1_4ce4721d51
1	Oc1ccc(C2=CSC3=NCCN23)cc1	rot1_e86d57decd
1	OC1(c2ccccc2)CSC2=Nc3ccccc3C3CCN1N23	rot1_19bc3eae7a
1	COc1ccc2c(c1)CCC1=C2C=C[P+]1(C)C	rot1_4f93a4a8e4
1	CC=C=C(C)CN	rot1_3d46b8cdb9
1	CSc1c(C)[n+]([O-])c2cc(Cl)c(Cl)cc2[n+]1[O-]	rot1_464f079209
1	CC1(C)CN(CO)C(=O)NC1O	rot1_b703018253
1	C/C(=N\O)C(C)(O)C#Cc1ccccc1	rot1_8926419fb2
1	C[n+]1cccc([C@H]2CCC[N+]2(C)O)c1	rot1_ef68ede2ef
1	CN(C)c1nc2ncn(C)c(N)c-2n1	rot1_95014ed89a
1	O=c1c2oc3ccccc3c2nc2sc(-c3ccccc3)nn12	rot1_b219049159
1	CC(=O)c1ccnc(C)n1	rot1_32a20c986b
1	c1coc(-c2nnc3n2-c2ccccc2OC3)c1	rot1_c7979835c6
1	CC12CSC3C(N)C(=O)N3C1(C(=O)O)C2	rot1_c070794cf0
1	CC(C)C12C=CC(C)(CC1)C1(CCOC1)C2	rot1_aafcb09447
1	NS(=O)(=O)c1cc2c(cc1Cl)N=NNS2(=O)=O	rot1_72d73664fb
1	CC(=O)C1=CSCCN1	rot1_1dcdd35862
1	CC(=O)C1(C)c2cc3c(cc2C(C)C1(C)C)CCC3	rot1_5419352e6c
1	O=C1c2ccccc2C2=C(c3nc4ccncc4[nH]3)CCCN12	rot1_94592794d2
1	CC/C=C1\C[C@H]2CNc3ccccc3C(=O)N2C1	rot1_878dd18864
1	O=c1c2c(-c3ccccc3)c3c(nc2nc2[nH][nH]c(=S)n12)-c1ccccc1CC3	rot1_1b1e65c676
1	CN1C[C@H]2CN(c3ccc4c(c3)C(=O)c3ccccc3-4)C[C@H]21	rot1_c52d575045
1	N=C(N)c1ccc2cc(C#Cc3ccc4c(c3)CCNC4)ccc2c1	rot1_53b58aefc3
1	CSc1ncnc2sc(C)cc12	rot1_0d389e82ff
1	CC(=O)c1cc2c(o1)-c1ccccc1C(=O)C2=O	rot1_f2b871d43c
1	O=S([O-])c1ccc(Cl)cc1	rot1_deebf7a2c4
1	C=C[C@H]1NC[C@@H](O)[C@H](O)[C@H]1O	rot1_f348b3dcac
1	Cn1nc2nc3c(c(N)c2c1C(N)=O)CCCC3	rot1_adbe769c84
1	C/C=N/c1ccnc(=O)[nH]1	rot1_c9ae370cdc
1	C[n+]1ccnn1-c1ccccc1	rot1_61629f72bb
1	NC(=O)c1cc2cc(Br)c(C(F)(F)F)nc2nc1N	rot1_4ca619a5f9
1	CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4OC(=O)C=C[C@@H]4[C@H]3CC[C@]12C	rot1_b8e21c78a1
1	C=C1CCC[C@]2(C)C[C@H](O)[C@@H](C(C)(C)O)C[C@@H]12	rot1_a0ce279f7f
1	CC1CCC(C(C)C)C2(C1)OC(=O)C(C)O2	rot1_7ba99647de
1	C(=C1c2ccccc2-c2ccccc21)c1ccccn1	rot1_772b911726
1	c1cc2c(ncc3nnc(C4CCCCC4)n32)[nH]1	rot1_1fb65a4be5
1	O=C1/C(=N/c2ccccc2)c2cccc3cccc1c23	rot1_936fcb3251
1	C1CC(c2nnn[nH]2)CCN1	rot1_94ca257ffd
1	Cc1cc(C)[n+](-c2cc(O)ccc2Cl)c(C)c1	rot1_c9fab09e58
1	O=C(C1CCCCC1)N1C=C2c3ccccc3CCN2C(=O)C1	rot1_4bf7e876de
1	Cn1c(C#Cc2ccccc2)[n+](CC#Cc2ccccc2)c2ccccc21	rot1_fcbea4add2
